T,Q
3737.0,9153945500000.0
3738.0,9184901600000.0
3739.0,9215956300000.0
3740.0,9247109800000.0
3741.0,9278362500000.0
3742.0,9309714500000.0
3743.0,9341166400000.0
3744.0,9372718200000.0
3745.0,9404370400000.0
3746.0,9436123100000.0
3747.0,9467976800000.0
3748.0,9499931800000.0
3749.0,9531988200000.0
3750.0,9564146500000.0
3751.0,9596406900000.0
3752.0,9628769800000.0
3753.0,9661235300000.0
3754.0,9693804000000.0
3755.0,9726475900000.0
3756.0,9759251600000.0
3757.0,9792131200000.0
3758.0,9825115100000.0
3759.0,9858203500000.0
3760.0,9891396900000.0
3761.0,9924695500000.0
3762.0,9958099500000.0
3763.0,9991609500000.0
3764.0,10025226000000.0
3765.0,10058948000000.0
3766.0,10092777000000.0
3767.0,10126714000000.0
3768.0,10160758000000.0
3769.0,10194909000000.0
3770.0,10229169000000.0
3771.0,10263537000000.0
3772.0,10298014000000.0
3773.0,10332599000000.0
3774.0,10367294000000.0
3775.0,10402099000000.0
3776.0,10437014000000.0
3777.0,10472039000000.0
3778.0,10507174000000.0
3779.0,10542421000000.0
3780.0,10577779000000.0
3781.0,10613248000000.0
3782.0,10648830000000.0
3783.0,10684524000000.0
3784.0,10720330000000.0
3785.0,10756250000000.0
3786.0,10792282000000.0
3787.0,10828428000000.0
3788.0,10864689000000.0
3789.0,10901063000000.0
3790.0,10937552000000.0
3791.0,10974157000000.0
3792.0,11010876000000.0
3793.0,11047711000000.0
3794.0,11084662000000.0
3795.0,11121730000000.0
3796.0,11158914000000.0
3797.0,11196215000000.0
3798.0,11233633000000.0
3799.0,11271170000000.0
3800.0,11308824000000.0
3801.0,11346597000000.0
3802.0,11384488000000.0
3803.0,11422499000000.0
3804.0,11460629000000.0
3805.0,11498879000000.0
3806.0,11537249000000.0
3807.0,11575739000000.0
3808.0,11614351000000.0
3809.0,11653083000000.0
3810.0,11691937000000.0
3811.0,11730914000000.0
3812.0,11770012000000.0
3813.0,11809233000000.0
3814.0,11848577000000.0
3815.0,11888045000000.0
3816.0,11927636000000.0
3817.0,11967352000000.0
3818.0,12007191000000.0
3819.0,12047156000000.0
3820.0,12087246000000.0
3821.0,12127462000000.0
3822.0,12167803000000.0
3823.0,12208271000000.0
3824.0,12248865000000.0
3825.0,12289587000000.0
3826.0,12330436000000.0
3827.0,12371412000000.0
3828.0,12412517000000.0
3829.0,12453751000000.0
3830.0,12495113000000.0
3831.0,12536605000000.0
3832.0,12578226000000.0
3833.0,12619978000000.0
3834.0,12661860000000.0
3835.0,12703872000000.0
3836.0,12746016000000.0
3837.0,12788292000000.0
3838.0,12830700000000.0
3839.0,12873239000000.0
3840.0,12915912000000.0
3841.0,12958718000000.0
3842.0,13001657000000.0
3843.0,13044731000000.0
3844.0,13087938000000.0
3845.0,13131281000000.0
3846.0,13174758000000.0
3847.0,13218371000000.0
3848.0,13262120000000.0
3849.0,13306005000000.0
3850.0,13350027000000.0
3851.0,13394185000000.0
3852.0,13438482000000.0
3853.0,13482916000000.0
3854.0,13527489000000.0
3855.0,13572200000000.0
3856.0,13617050000000.0
3857.0,13662040000000.0
3858.0,13707170000000.0
3859.0,13752440000000.0
3860.0,13797851000000.0
3861.0,13843402000000.0
3862.0,13889096000000.0
3863.0,13934931000000.0
3864.0,13980909000000.0
3865.0,14027030000000.0
3866.0,14073294000000.0
3867.0,14119701000000.0
3868.0,14166253000000.0
3869.0,14212949000000.0
3870.0,14259789000000.0
3871.0,14306775000000.0
3872.0,14353907000000.0
3873.0,14401185000000.0
3874.0,14448610000000.0
3875.0,14496181000000.0
3876.0,14543900000000.0
3877.0,14591767000000.0
3878.0,14639782000000.0
3879.0,14687946000000.0
3880.0,14736259000000.0
3881.0,14784722000000.0
3882.0,14833334000000.0
3883.0,14882097000000.0
3884.0,14931011000000.0
3885.0,14980076000000.0
3886.0,15029293000000.0
3887.0,15078663000000.0
3888.0,15128184000000.0
3889.0,15177859000000.0
3890.0,15227688000000.0
3891.0,15277670000000.0
3892.0,15327807000000.0
3893.0,15378099000000.0
3894.0,15428546000000.0
3895.0,15479148000000.0
3896.0,15529907000000.0
3897.0,15580823000000.0
3898.0,15631896000000.0
3899.0,15683126000000.0
3900.0,15734514000000.0
3901.0,15786061000000.0
3902.0,15837767000000.0
3903.0,15889632000000.0
3904.0,15941657000000.0
3905.0,15993843000000.0
3906.0,16046189000000.0
3907.0,16098696000000.0
3908.0,16151365000000.0
3909.0,16204197000000.0
3910.0,16257191000000.0
3911.0,16310348000000.0
3912.0,16363668000000.0
3913.0,16417153000000.0
3914.0,16470803000000.0
3915.0,16524617000000.0
3916.0,16578597000000.0
3917.0,16632742000000.0
3918.0,16687055000000.0
3919.0,16741534000000.0
3920.0,16796180000000.0
3921.0,16850995000000.0
3922.0,16905977000000.0
3923.0,16961129000000.0
3924.0,17016450000000.0
3925.0,17071941000000.0
3926.0,17127602000000.0
3927.0,17183434000000.0
3928.0,17239437000000.0
3929.0,17295612000000.0
3930.0,17351959000000.0
3931.0,17408480000000.0
3932.0,17465173000000.0
3933.0,17522040000000.0
3934.0,17579081000000.0
3935.0,17636298000000.0
3936.0,17693689000000.0
3937.0,17751256000000.0
3938.0,17809000000000.0
3939.0,17866920000000.0
3940.0,17925018000000.0
3941.0,17983293000000.0
3942.0,18041747000000.0
3943.0,18100379000000.0
3944.0,18159191000000.0
3945.0,18218183000000.0
3946.0,18277355000000.0
3947.0,18336708000000.0
3948.0,18396243000000.0
3949.0,18455959000000.0
3950.0,18515858000000.0
3951.0,18575939000000.0
3952.0,18636205000000.0
3953.0,18696654000000.0
3954.0,18757288000000.0
3955.0,18818106000000.0
3956.0,18879111000000.0
3957.0,18940302000000.0
3958.0,19001679000000.0
3959.0,19063243000000.0
3960.0,19124995000000.0
3961.0,19186936000000.0
3962.0,19249065000000.0
3963.0,19311384000000.0
3964.0,19373892000000.0
3965.0,19436591000000.0
3966.0,19499481000000.0
3967.0,19562562000000.0
3968.0,19625836000000.0
3969.0,19689302000000.0
3970.0,19752961000000.0
3971.0,19816814000000.0
3972.0,19880861000000.0
3973.0,19945104000000.0
3974.0,20009541000000.0
3975.0,20074174000000.0
3976.0,20139004000000.0
3977.0,20204031000000.0
3978.0,20269256000000.0
3979.0,20334678000000.0
3980.0,20400300000000.0
3981.0,20466120000000.0
3982.0,20532141000000.0
3983.0,20598362000000.0
3984.0,20664784000000.0
3985.0,20731408000000.0
3986.0,20798234000000.0
3987.0,20865262000000.0
3988.0,20932494000000.0
3989.0,20999930000000.0
3990.0,21067570000000.0
3991.0,21135415000000.0
3992.0,21203466000000.0
3993.0,21271723000000.0
3994.0,21340187000000.0
3995.0,21408858000000.0
3996.0,21477737000000.0
3997.0,21546825000000.0
3998.0,21616122000000.0
3999.0,21685629000000.0
4000.0,21755346000000.0
4001.0,21825274000000.0
4002.0,21895414000000.0
4003.0,21965765000000.0
4004.0,22036330000000.0
4005.0,22107107000000.0
4006.0,22178099000000.0
4007.0,22249305000000.0
4008.0,22320727000000.0
4009.0,22392364000000.0
4010.0,22464218000000.0
4011.0,22536288000000.0
4012.0,22608576000000.0
4013.0,22681083000000.0
4014.0,22753808000000.0
4015.0,22826753000000.0
4016.0,22899917000000.0
4017.0,22973303000000.0
4018.0,23046910000000.0
4019.0,23120739000000.0
4020.0,23194790000000.0
4021.0,23269065000000.0
4022.0,23343563000000.0
4023.0,23418286000000.0
4024.0,23493234000000.0
4025.0,23568408000000.0
4026.0,23643808000000.0
4027.0,23719435000000.0
4028.0,23795290000000.0
4029.0,23871373000000.0
4030.0,23947685000000.0
4031.0,24024227000000.0
4032.0,24100998000000.0
4033.0,24178001000000.0
4034.0,24255235000000.0
4035.0,24332702000000.0
4036.0,24410401000000.0
4037.0,24488334000000.0
4038.0,24566501000000.0
4039.0,24644903000000.0
4040.0,24723540000000.0
4041.0,24802414000000.0
4042.0,24881524000000.0
4043.0,24960872000000.0
4044.0,25040458000000.0
4045.0,25120282000000.0
4046.0,25200346000000.0
4047.0,25280651000000.0
4048.0,25361196000000.0
4049.0,25441983000000.0
4050.0,25523011000000.0
4051.0,25604283000000.0
4052.0,25685798000000.0
4053.0,25767558000000.0
4054.0,25849562000000.0
4055.0,25931812000000.0
4056.0,26014309000000.0
4057.0,26097052000000.0
4058.0,26180043000000.0
4059.0,26263282000000.0
4060.0,26346771000000.0
4061.0,26430509000000.0
4062.0,26514498000000.0
4063.0,26598737000000.0
4064.0,26683229000000.0
4065.0,26767973000000.0
4066.0,26852971000000.0
4067.0,26938223000000.0
4068.0,27023729000000.0
4069.0,27109491000000.0
4070.0,27195508000000.0
4071.0,27281783000000.0
4072.0,27368315000000.0
4073.0,27455106000000.0
4074.0,27542156000000.0
4075.0,27629465000000.0
4076.0,27717035000000.0
4077.0,27804866000000.0
4078.0,27892959000000.0
4079.0,27981314000000.0
4080.0,28069933000000.0
4081.0,28158816000000.0
4082.0,28247964000000.0
4083.0,28337378000000.0
4084.0,28427058000000.0
4085.0,28517005000000.0
4086.0,28607220000000.0
4087.0,28697703000000.0
4088.0,28788456000000.0
4089.0,28879479000000.0
4090.0,28970773000000.0
4091.0,29062338000000.0
4092.0,29154176000000.0
4093.0,29246286000000.0
4094.0,29338671000000.0
4095.0,29431330000000.0
4096.0,29524265000000.0
4097.0,29617476000000.0
4098.0,29710964000000.0
4099.0,29804729000000.0
4100.0,29898773000000.0
4101.0,29993096000000.0
4102.0,30087700000000.0
4103.0,30182584000000.0
4104.0,30277749000000.0
4105.0,30373197000000.0
4106.0,30468929000000.0
4107.0,30564944000000.0
4108.0,30661244000000.0
4109.0,30757829000000.0
4110.0,30854701000000.0
4111.0,30951860000000.0
4112.0,31049306000000.0
4113.0,31147042000000.0
4114.0,31245067000000.0
4115.0,31343382000000.0
4116.0,31441988000000.0
4117.0,31540887000000.0
4118.0,31640078000000.0
4119.0,31739563000000.0
4120.0,31839342000000.0
4121.0,31939416000000.0
4122.0,32039786000000.0
4123.0,32140453000000.0
4124.0,32241418000000.0
4125.0,32342681000000.0
4126.0,32444243000000.0
4127.0,32546106000000.0
4128.0,32648270000000.0
4129.0,32750735000000.0
4130.0,32853503000000.0
4131.0,32956574000000.0
4132.0,33059950000000.0
4133.0,33163631000000.0
4134.0,33267618000000.0
4135.0,33371912000000.0
4136.0,33476513000000.0
4137.0,33581423000000.0
4138.0,33686642000000.0
4139.0,33792172000000.0
4140.0,33898013000000.0
4141.0,34004165000000.0
4142.0,34110631000000.0
4143.0,34217410000000.0
4144.0,34324503000000.0
4145.0,34431913000000.0
4146.0,34539638000000.0
4147.0,34647681000000.0
4148.0,34756041000000.0
4149.0,34864721000000.0
4150.0,34973720000000.0
4151.0,35083040000000.0
4152.0,35192682000000.0
4153.0,35302646000000.0
4154.0,35412933000000.0
4155.0,35523545000000.0
4156.0,35634481000000.0
4157.0,35745744000000.0
4158.0,35857334000000.0
4159.0,35969251000000.0
4160.0,36081497000000.0
4161.0,36194073000000.0
4162.0,36306980000000.0
4163.0,36420217000000.0
4164.0,36533787000000.0
4165.0,36647691000000.0
4166.0,36761928000000.0
4167.0,36876501000000.0
4168.0,36991410000000.0
4169.0,37106655000000.0
4170.0,37222239000000.0
4171.0,37338161000000.0
4172.0,37454423000000.0
4173.0,37571026000000.0
4174.0,37687970000000.0
4175.0,37805257000000.0
4176.0,37922887000000.0
4177.0,38040862000000.0
4178.0,38159182000000.0
4179.0,38277849000000.0
4180.0,38396862000000.0
4181.0,38516224000000.0
4182.0,38635935000000.0
4183.0,38755996000000.0
4184.0,38876409000000.0
4185.0,38997173000000.0
4186.0,39118290000000.0
4187.0,39239762000000.0
4188.0,39361588000000.0
4189.0,39483770000000.0
4190.0,39606309000000.0
4191.0,39729206000000.0
4192.0,39852462000000.0
4193.0,39976077000000.0
4194.0,40100054000000.0
4195.0,40224392000000.0
4196.0,40349093000000.0
4197.0,40474158000000.0
4198.0,40599587000000.0
4199.0,40725383000000.0
4200.0,40851545000000.0
4201.0,40978075000000.0
4202.0,41104973000000.0
4203.0,41232242000000.0
4204.0,41359881000000.0
4205.0,41487892000000.0
4206.0,41616276000000.0
4207.0,41745034000000.0
4208.0,41874167000000.0
4209.0,42003675000000.0
4210.0,42133561000000.0
4211.0,42263824000000.0
4212.0,42394466000000.0
4213.0,42525489000000.0
4214.0,42656892000000.0
4215.0,42788678000000.0
4216.0,42920846000000.0
4217.0,43053399000000.0
4218.0,43186337000000.0
4219.0,43319661000000.0
4220.0,43453373000000.0
4221.0,43587473000000.0
4222.0,43721962000000.0
4223.0,43856842000000.0
4224.0,43992113000000.0
4225.0,44127777000000.0
4226.0,44263835000000.0
4227.0,44400287000000.0
4228.0,44537136000000.0
4229.0,44674381000000.0
4230.0,44812024000000.0
4231.0,44950066000000.0
4232.0,45088508000000.0
4233.0,45227352000000.0
4234.0,45366598000000.0
4235.0,45506247000000.0
4236.0,45646301000000.0
4237.0,45786760000000.0
4238.0,45927626000000.0
4239.0,46068900000000.0
4240.0,46210583000000.0
4241.0,46352675000000.0
4242.0,46495179000000.0
4243.0,46638095000000.0
4244.0,46781425000000.0
4245.0,46925169000000.0
4246.0,47069329000000.0
4247.0,47213905000000.0
4248.0,47358899000000.0
4249.0,47504313000000.0
4250.0,47650146000000.0
4251.0,47796401000000.0
4252.0,47943078000000.0
4253.0,48090178000000.0
4254.0,48237704000000.0
4255.0,48385655000000.0
4256.0,48534033000000.0
4257.0,48682839000000.0
4258.0,48832075000000.0
4259.0,48981741000000.0
4260.0,49131839000000.0
4261.0,49282369000000.0
4262.0,49433334000000.0
4263.0,49584733000000.0
4264.0,49736569000000.0
4265.0,49888843000000.0
4266.0,50041555000000.0
4267.0,50194707000000.0
4268.0,50348300000000.0
4269.0,50502335000000.0
4270.0,50656814000000.0
4271.0,50811737000000.0
4272.0,50967107000000.0
4273.0,51122923000000.0
4274.0,51279187000000.0
4275.0,51435901000000.0
4276.0,51593066000000.0
4277.0,51750682000000.0
4278.0,51908752000000.0
4279.0,52067276000000.0
4280.0,52226255000000.0
4281.0,52385691000000.0
4282.0,52545585000000.0
4283.0,52705939000000.0
4284.0,52866752000000.0
4285.0,53028028000000.0
4286.0,53189766000000.0
4287.0,53351969000000.0
4288.0,53514637000000.0
4289.0,53677772000000.0
4290.0,53841374000000.0
4291.0,54005446000000.0
4292.0,54169989000000.0
4293.0,54335003000000.0
4294.0,54500490000000.0
4295.0,54666451000000.0
4296.0,54832888000000.0
4297.0,54999801000000.0
4298.0,55167193000000.0
4299.0,55335064000000.0
4300.0,55503416000000.0
4301.0,55672250000000.0
4302.0,55841567000000.0
4303.0,56011368000000.0
4304.0,56181655000000.0
4305.0,56352430000000.0
4306.0,56523693000000.0
4307.0,56695445000000.0
4308.0,56867689000000.0
4309.0,57040425000000.0
4310.0,57213655000000.0
4311.0,57387380000000.0
4312.0,57561601000000.0
4313.0,57736320000000.0
4314.0,57911537000000.0
4315.0,58087256000000.0
4316.0,58263476000000.0
4317.0,58440198000000.0
4318.0,58617426000000.0
4319.0,58795159000000.0
4320.0,58973399000000.0
4321.0,59152147000000.0
4322.0,59331405000000.0
4323.0,59511175000000.0
4324.0,59691457000000.0
4325.0,59872253000000.0
4326.0,60053564000000.0
4327.0,60235391000000.0
4328.0,60417737000000.0
4329.0,60600602000000.0
4330.0,60783988000000.0
4331.0,60967896000000.0
4332.0,61152328000000.0
4333.0,61337284000000.0
4334.0,61522767000000.0
4335.0,61708778000000.0
4336.0,61895318000000.0
4337.0,62082388000000.0
4338.0,62269991000000.0
4339.0,62458126000000.0
4340.0,62646797000000.0
4341.0,62836004000000.0
4342.0,63025749000000.0
4343.0,63216032000000.0
4344.0,63406857000000.0
4345.0,63598223000000.0
4346.0,63790133000000.0
4347.0,63982587000000.0
4348.0,64175588000000.0
4349.0,64369137000000.0
4350.0,64563235000000.0
4351.0,64757884000000.0
4352.0,64953084000000.0
4353.0,65148839000000.0
4354.0,65345148000000.0
4355.0,65542015000000.0
4356.0,65739439000000.0
4357.0,65937422000000.0
4358.0,66135967000000.0
4359.0,66335074000000.0
4360.0,66534746000000.0
4361.0,66734983000000.0
4362.0,66935786000000.0
4363.0,67137159000000.0
4364.0,67339101000000.0
4365.0,67541615000000.0
4366.0,67744702000000.0
4367.0,67948363000000.0
4368.0,68152601000000.0
4369.0,68357416000000.0
4370.0,68562810000000.0
4371.0,68768785000000.0
4372.0,68975342000000.0
4373.0,69182483000000.0
4374.0,69390210000000.0
4375.0,69598523000000.0
4376.0,69807424000000.0
4377.0,70016916000000.0
4378.0,70226999000000.0
4379.0,70437675000000.0
4380.0,70648946000000.0
4381.0,70860813000000.0
4382.0,71073278000000.0
4383.0,71286342000000.0
4384.0,71500007000000.0
4385.0,71714275000000.0
4386.0,71929147000000.0
4387.0,72144624000000.0
4388.0,72360709000000.0
4389.0,72577403000000.0
4390.0,72794708000000.0
4391.0,73012625000000.0
4392.0,73231155000000.0
4393.0,73450301000000.0
4394.0,73670064000000.0
4395.0,73890446000000.0
4396.0,74111448000000.0
4397.0,74333072000000.0
4398.0,74555319000000.0
4399.0,74778192000000.0
4400.0,75001691000000.0
4401.0,75225819000000.0
4402.0,75450577000000.0
4403.0,75675967000000.0
4404.0,75901991000000.0
4405.0,76128650000000.0
4406.0,76355945000000.0
4407.0,76583879000000.0
4408.0,76812453000000.0
4409.0,77041670000000.0
4410.0,77271529000000.0
4411.0,77502034000000.0
4412.0,77733186000000.0
4413.0,77964987000000.0
4414.0,78197438000000.0
4415.0,78430541000000.0
4416.0,78664297000000.0
4417.0,78898710000000.0
4418.0,79133779000000.0
4419.0,79369508000000.0
4420.0,79605897000000.0
4421.0,79842948000000.0
4422.0,80080664000000.0
4423.0,80319046000000.0
4424.0,80558095000000.0
4425.0,80797814000000.0
4426.0,81038204000000.0
4427.0,81279267000000.0
4428.0,81521004000000.0
4429.0,81763418000000.0
4430.0,82006510000000.0
4431.0,82250282000000.0
4432.0,82494736000000.0
4433.0,82739874000000.0
4434.0,82985697000000.0
4435.0,83232207000000.0
4436.0,83479406000000.0
4437.0,83727296000000.0
4438.0,83975878000000.0
4439.0,84225155000000.0
4440.0,84475128000000.0
4441.0,84725799000000.0
4442.0,84977170000000.0
4443.0,85229242000000.0
4444.0,85482018000000.0
4445.0,85735499000000.0
4446.0,85989688000000.0
4447.0,86244586000000.0
4448.0,86500194000000.0
4449.0,86756516000000.0
4450.0,87013552000000.0
4451.0,87271304000000.0
4452.0,87529775000000.0
4453.0,87788966000000.0
4454.0,88048879000000.0
4455.0,88309516000000.0
4456.0,88570879000000.0
4457.0,88832970000000.0
4458.0,89095791000000.0
4459.0,89359343000000.0
4460.0,89623628000000.0
4461.0,89888649000000.0
4462.0,90154408000000.0
4463.0,90420905000000.0
4464.0,90688144000000.0
4465.0,90956126000000.0
4466.0,91224853000000.0
4467.0,91494327000000.0
4468.0,91764550000000.0
4469.0,92035524000000.0
4470.0,92307250000000.0
4471.0,92579731000000.0
4472.0,92852970000000.0
4473.0,93126966000000.0
4474.0,93401724000000.0
4475.0,93677244000000.0
4476.0,93953529000000.0
4477.0,94230581000000.0
4478.0,94508401000000.0
4479.0,94786992000000.0
4480.0,95066355000000.0
4481.0,95346493000000.0
4482.0,95627408000000.0
4483.0,95909102000000.0
4484.0,96191576000000.0
4485.0,96474833000000.0
4486.0,96758875000000.0
4487.0,97043703000000.0
4488.0,97329320000000.0
4489.0,97615729000000.0
4490.0,97902930000000.0
4491.0,98190926000000.0
4492.0,98479719000000.0
4493.0,98769312000000.0
4494.0,99059705000000.0
4495.0,99350902000000.0
4496.0,99642905000000.0
4497.0,99935714000000.0
4498.0,100229330000000.0
4499.0,100523760000000.0
4500.0,100819010000000.0
4501.0,101115070000000.0
4502.0,101411950000000.0
4503.0,101709650000000.0
4504.0,102008170000000.0
4505.0,102307510000000.0
4506.0,102607680000000.0
4507.0,102908680000000.0
4508.0,103210510000000.0
4509.0,103513180000000.0
4510.0,103816680000000.0
4511.0,104121010000000.0
4512.0,104426190000000.0
4513.0,104732200000000.0
4514.0,105039070000000.0
4515.0,105346770000000.0
4516.0,105655330000000.0
4517.0,105964730000000.0
4518.0,106274990000000.0
4519.0,106586100000000.0
4520.0,106898070000000.0
4521.0,107210900000000.0
4522.0,107524590000000.0
4523.0,107839140000000.0
4524.0,108154560000000.0
4525.0,108470840000000.0
4526.0,108788000000000.0
4527.0,109106030000000.0
4528.0,109424930000000.0
4529.0,109744710000000.0
4530.0,110065370000000.0
4531.0,110386910000000.0
4532.0,110709340000000.0
4533.0,111032650000000.0
4534.0,111356850000000.0
4535.0,111681940000000.0
4536.0,112007920000000.0
4537.0,112334800000000.0
4538.0,112662580000000.0
4539.0,112991250000000.0
4540.0,113320830000000.0
4541.0,113651310000000.0
4542.0,113982700000000.0
4543.0,114315000000000.0
4544.0,114648210000000.0
4545.0,114982330000000.0
4546.0,115317370000000.0
4547.0,115653320000000.0
4548.0,115990200000000.0
4549.0,116328000000000.0
4550.0,116666730000000.0
4551.0,117006390000000.0
4552.0,117346970000000.0
4553.0,117688490000000.0
4554.0,118030940000000.0
4555.0,118374330000000.0
4556.0,118718660000000.0
4557.0,119063940000000.0
4558.0,119410150000000.0
4559.0,119757320000000.0
4560.0,120105430000000.0
4561.0,120454500000000.0
4562.0,120804520000000.0
4563.0,121155500000000.0
4564.0,121507430000000.0
4565.0,121860330000000.0
4566.0,122214200000000.0
4567.0,122569030000000.0
4568.0,122924820000000.0
4569.0,123281590000000.0
4570.0,123639340000000.0
4571.0,123998060000000.0
4572.0,124357760000000.0
4573.0,124718440000000.0
4574.0,125080110000000.0
4575.0,125442760000000.0
4576.0,125806410000000.0
4577.0,126171040000000.0
4578.0,126536670000000.0
4579.0,126903290000000.0
4580.0,127270920000000.0
4581.0,127639540000000.0
4582.0,128009170000000.0
4583.0,128379810000000.0
4584.0,128751460000000.0
4585.0,129124120000000.0
4586.0,129497790000000.0
4587.0,129872490000000.0
4588.0,130248200000000.0
4589.0,130624930000000.0
4590.0,131002690000000.0
4591.0,131381480000000.0
4592.0,131761300000000.0
4593.0,132142150000000.0
4594.0,132524030000000.0
4595.0,132906960000000.0
4596.0,133290920000000.0
4597.0,133675930000000.0
4598.0,134061990000000.0
4599.0,134449090000000.0
4600.0,134837250000000.0
4601.0,135226460000000.0
4602.0,135616730000000.0
4603.0,136008050000000.0
4604.0,136400440000000.0
4605.0,136793890000000.0
4606.0,137188420000000.0
4607.0,137584010000000.0
4608.0,137980670000000.0
4609.0,138378420000000.0
4610.0,138777230000000.0
4611.0,139177140000000.0
4612.0,139578120000000.0
4613.0,139980190000000.0
4614.0,140383360000000.0
4615.0,140787610000000.0
4616.0,141192960000000.0
4617.0,141599410000000.0
4618.0,142006950000000.0
4619.0,142415610000000.0
4620.0,142825360000000.0
4621.0,143236230000000.0
4622.0,143648210000000.0
4623.0,144061300000000.0
4624.0,144475510000000.0
4625.0,144890850000000.0
4626.0,145307300000000.0
4627.0,145724880000000.0
4628.0,146143590000000.0
4629.0,146563430000000.0
4630.0,146984410000000.0
4631.0,147406530000000.0
4632.0,147829780000000.0
4633.0,148254180000000.0
4634.0,148679720000000.0
4635.0,149106410000000.0
4636.0,149534260000000.0
4637.0,149963260000000.0
4638.0,150393420000000.0
4639.0,150824740000000.0
4640.0,151257220000000.0
4641.0,151690870000000.0
4642.0,152125690000000.0
4643.0,152561680000000.0
4644.0,152998850000000.0
4645.0,153437190000000.0
4646.0,153876720000000.0
4647.0,154317430000000.0
4648.0,154759330000000.0
4649.0,155202420000000.0
4650.0,155646700000000.0
4651.0,156092180000000.0
4652.0,156538860000000.0
4653.0,156986740000000.0
4654.0,157435830000000.0
4655.0,157886120000000.0
4656.0,158337630000000.0
4657.0,158790350000000.0
4658.0,159244290000000.0
4659.0,159699450000000.0
4660.0,160155830000000.0
4661.0,160613440000000.0
4662.0,161072280000000.0
4663.0,161532360000000.0
4664.0,161993670000000.0
4665.0,162456220000000.0
4666.0,162920010000000.0
4667.0,163385050000000.0
4668.0,163851340000000.0
4669.0,164318870000000.0
4670.0,164787670000000.0
4671.0,165257720000000.0
4672.0,165729030000000.0
4673.0,166201610000000.0
4674.0,166675460000000.0
4675.0,167150570000000.0
4676.0,167626960000000.0
4677.0,168104630000000.0
4678.0,168583580000000.0
4679.0,169063810000000.0
4680.0,169545330000000.0
4681.0,170028140000000.0
4682.0,170512240000000.0
4683.0,170997640000000.0
4684.0,171484340000000.0
4685.0,171972340000000.0
4686.0,172461650000000.0
4687.0,172952270000000.0
4688.0,173444200000000.0
4689.0,173937450000000.0
4690.0,174432010000000.0
4691.0,174927900000000.0
4692.0,175425120000000.0
4693.0,175923670000000.0
4694.0,176423550000000.0
4695.0,176924760000000.0
4696.0,177427320000000.0
4697.0,177931210000000.0
4698.0,178436460000000.0
4699.0,178943050000000.0
4700.0,179451000000000.0
4701.0,179960300000000.0
4702.0,180470960000000.0
4703.0,180982990000000.0
4704.0,181496380000000.0
4705.0,182011140000000.0
4706.0,182527280000000.0
4707.0,183044790000000.0
4708.0,183563680000000.0
4709.0,184083960000000.0
4710.0,184605620000000.0
4711.0,185128680000000.0
4712.0,185653130000000.0
4713.0,186178970000000.0
4714.0,186706220000000.0
4715.0,187234870000000.0
4716.0,187764940000000.0
4717.0,188296410000000.0
4718.0,188829290000000.0
4719.0,189363600000000.0
4720.0,189899330000000.0
4721.0,190436480000000.0
4722.0,190975070000000.0
4723.0,191515080000000.0
4724.0,192056540000000.0
4725.0,192599430000000.0
4726.0,193143760000000.0
4727.0,193689550000000.0
4728.0,194236780000000.0
4729.0,194785470000000.0
4730.0,195335620000000.0
4731.0,195887230000000.0
4732.0,196440300000000.0
4733.0,196994850000000.0
4734.0,197550860000000.0
4735.0,198108350000000.0
4736.0,198667330000000.0
4737.0,199227780000000.0
4738.0,199789720000000.0
4739.0,200353160000000.0
4740.0,200918090000000.0
4741.0,201484520000000.0
4742.0,202052450000000.0
4743.0,202621880000000.0
4744.0,203192830000000.0
4745.0,203765290000000.0
4746.0,204339260000000.0
4747.0,204914760000000.0
4748.0,205491780000000.0
4749.0,206070330000000.0
4750.0,206650410000000.0
4751.0,207232030000000.0
4752.0,207815190000000.0
4753.0,208399890000000.0
4754.0,208986140000000.0
4755.0,209573940000000.0
4756.0,210163300000000.0
4757.0,210754210000000.0
4758.0,211346690000000.0
4759.0,211940740000000.0
4760.0,212536350000000.0
4761.0,213133540000000.0
4762.0,213732310000000.0
4763.0,214332670000000.0
4764.0,214934600000000.0
4765.0,215538130000000.0
4766.0,216143250000000.0
4767.0,216749970000000.0
4768.0,217358300000000.0
4769.0,217968230000000.0
4770.0,218579760000000.0
4771.0,219192920000000.0
4772.0,219807690000000.0
4773.0,220424080000000.0
4774.0,221042100000000.0
4775.0,221661750000000.0
4776.0,222283030000000.0
4777.0,222905950000000.0
4778.0,223530520000000.0
4779.0,224156720000000.0
4780.0,224784580000000.0
4781.0,225414100000000.0
4782.0,226045270000000.0
4783.0,226678110000000.0
4784.0,227312610000000.0
4785.0,227948780000000.0
4786.0,228586630000000.0
4787.0,229226150000000.0
4788.0,229867360000000.0
4789.0,230510260000000.0
4790.0,231154850000000.0
4791.0,231801130000000.0
4792.0,232449110000000.0
4793.0,233098800000000.0
4794.0,233750190000000.0
4795.0,234403300000000.0
4796.0,235058130000000.0
4797.0,235714670000000.0
4798.0,236372940000000.0
4799.0,237032940000000.0
4800.0,237694670000000.0
4801.0,238358150000000.0
4802.0,239023360000000.0
4803.0,239690320000000.0
4804.0,240359030000000.0
4805.0,241029490000000.0
4806.0,241701720000000.0
4807.0,242375700000000.0
4808.0,243051460000000.0
4809.0,243728990000000.0
4810.0,244408290000000.0
4811.0,245089380000000.0
4812.0,245772250000000.0
